,start_time,close,datetime,high,low,open,volume
106,1586224800000,7321.99715434,2020-04-07 02:00:00,7385.08121376,7260.16382139,7353.55372581,15441.11459518482
107,1586228400000,7329.97535244,2020-04-07 03:00:00,7334.79873757,7271.73448668,7324.19416404,8179.221955554059
108,1586232000000,7255.75337812,2020-04-07 04:00:00,7333.43283576,7232.43243407,7331.19318514,10977.25698320343
109,1586235600000,7287.06009889,2020-04-07 05:00:00,7309.08822219,7250.49319419,7257.80132061,5534.517589975445
110,1586239200000,7319.92208138,2020-04-07 06:00:00,7321.58174908,7264.28466181,7292.10863347,8640.464890627774
111,1586242800000,7385.42506819,2020-04-07 07:00:00,7398.81820194,7302.39936866,7317.73795007,12993.889869023044
112,1586246400000,7364.65771008,2020-04-07 08:00:00,7395.26675988,7326.20534798,7386.7359974,8238.265926244374
113,1586250000000,7385.06024658,2020-04-07 09:00:00,7391.18754879,7342.88241971,7367.55347885,5837.62848498086
114,1586253600000,7432.79596468,2020-04-07 10:00:00,7453.0525985,7369.99682926,7384.7716022,12755.19686686972
115,1586257200000,7392.97542226,2020-04-07 11:00:00,7437.55605879,7372.28986217,7436.91965043,10091.536975621304
116,1586260800000,7349.3328133,2020-04-07 12:00:00,7468.68639601,7307.71018084,7392.15806164,21946.86627690437
117,1586264400000,7358.6055264,2020-04-07 13:00:00,7407.79487205,7343.78168203,7345.86307142,8216.204976291325
118,1586268000000,7289.53226932,2020-04-07 14:00:00,7364.14723976,7268.69681473,7358.71762024,15054.323644782977
119,1586271600000,7330.8218347,2020-04-07 15:00:00,7355.63062887,7286.10116802,7290.56600056,7902.57138732009
120,1586275200000,7378.98359093,2020-04-07 16:00:00,7399.36691721,7327.42763312,7330.33527238,8655.74922401505
121,1586278800000,7361.78659582,2020-04-07 17:00:00,7384.15648446,7327.9257143,7378.0165154,5686.075403918343
122,1586282400000,7310.35280024,2020-04-07 18:00:00,7366.01918458,7289.22342385,7360.86778627,10590.657615307024
123,1586286000000,7295.90740127,2020-04-07 19:00:00,7366.04039707,7291.3821103,7313.36103238,7591.253414964331
124,1586289600000,7123.13341698,2020-04-07 20:00:00,7301.20847095,7072.02552675,7296.11188302,32413.45258973378
125,1586293200000,7173.91417811,2020-04-07 21:00:00,7235.11955673,7087.21941207,7123.99634496,10882.124885968768
126,1586296800000,7176.13085157,2020-04-07 22:00:00,7206.4586523,7136.88082035,7177.07821494,5789.297147525888
127,1586300400000,7200.56346652,2020-04-07 23:00:00,7223.62029041,7165.958678,7175.54069106,5786.328935935692
128,1586304000000,7161.67070084,2020-04-08 00:00:00,7222.07686512,7150.22984983,7196.90204921,8602.553117778112
129,1586307600000,7169.8753292,2020-04-08 01:00:00,7193.94891382,7158.82107055,7164.20296579,4144.008335535633
130,1586311200000,7274.78176288,2020-04-08 02:00:00,7289.11100189,7161.21135678,7163.82463635,13280.780847491547
131,1586314800000,7354.63289127,2020-04-08 03:00:00,7396.62712227,7270.91314021,7274.04087116,23196.07967808924
132,1586318400000,7355.75140374,2020-04-08 04:00:00,7385.53060844,7330.09726696,7358.19900083,8489.213002487963
133,1586322000000,7416.22553503,2020-04-08 05:00:00,7421.87817645,7335.18231242,7365.22187349,9360.34079669031
134,1586325600000,7322.49976353,2020-04-08 06:00:00,7426.00786732,7287.99828242,7416.53336462,13792.307238865951
135,1586329200000,7330.27491339,2020-04-08 07:00:00,7357.50029395,7303.71837691,7324.70059082,7216.664329859637
136,1586332800000,7299.685958,2020-04-08 08:00:00,7340.48496932,7262.16936302,7330.4634984,8953.41116764389
137,1586336400000,7310.80177654,2020-04-08 09:00:00,7332.83250092,7277.2284606,7300.64380532,7107.139111897338
138,1586340000000,7257.83378923,2020-04-08 10:00:00,7350.48257789,7223.77953624,7308.11495836,13036.93779039285
139,1586343600000,7303.02949563,2020-04-08 11:00:00,7312.06375947,7239.944195,7256.72469515,6361.197558809734
140,1586347200000,7288.41355899,2020-04-08 12:00:00,7355.31469534,7232.11298164,7302.00620497,10508.84107753687
141,1586350800000,7231.55810704,2020-04-08 13:00:00,7317.41568374,7203.38660567,7284.7506028,12467.99891102446
142,1586354400000,7274.53404745,2020-04-08 14:00:00,7280.65863693,7227.77739965,7229.68037697,8695.439017894174
143,1586358000000,7284.94774193,2020-04-08 15:00:00,7309.42518971,7263.41842085,7276.07229287,6786.382575412375
144,1586361600000,7330.13995717,2020-04-08 16:00:00,7344.8530217,7257.03847289,7280.2250347,10804.811452837735
145,1586365200000,7313.65069545,2020-04-08 17:00:00,7360.7607691,7298.76060847,7331.93345083,10104.393784800171
146,1586368800000,7328.79853719,2020-04-08 18:00:00,7342.72294435,7295.12097841,7316.49433153,4126.035890436658
147,1586372400000,7315.05722262,2020-04-08 19:00:00,7345.28589773,7267.9764885,7328.53452539,7910.368899070622
148,1586376000000,7319.14340097,2020-04-08 20:00:00,7369.86764384,7311.03073987,7313.83703923,7064.841756297173
149,1586379600000,7331.95587873,2020-04-08 21:00:00,7973.49275159,7300.22984641,7323.2125613,5246.078143213612
150,1586383200000,7368.31223293,2020-04-08 22:00:00,7386.36277224,7316.15207014,7331.36530964,5374.968422122703
151,1586386800000,7363.34942876,2020-04-08 23:00:00,7398.87369048,7346.6589673,7369.63066037,6425.103693924385
152,1586390400000,7357.60605157,2020-04-09 00:00:00,7380.75677252,7333.1742562,7369.9880591,5923.289769801855
153,1586394000000,7318.58046455,2020-04-09 01:00:00,7363.07947912,7298.48697808,7356.58493703,6616.0130615531025
154,1586397600000,7320.92511142,2020-04-09 02:00:00,7336.89898182,7300.89320611,7319.08745435,4050.5239097613
155,1586401200000,7293.51925193,2020-04-09 03:00:00,7323.65189154,7267.34415444,7320.51475174,6135.014360100812
156,1586404800000,7296.64983032,2020-04-09 04:00:00,7304.4914751,7245.11962588,7292.09172349,7906.446732857266
157,1586408400000,7314.47951568,2020-04-09 05:00:00,7318.50121621,7281.18826173,7299.44859783,3941.31177382115
158,1586412000000,7324.55003058,2020-04-09 06:00:00,7333.79126858,7295.92583274,7308.86160318,3726.0274037736735
159,1586415600000,7342.77521123,2020-04-09 07:00:00,7358.50617415,7296.33561688,7322.59906949,4859.89621296888
160,1586419200000,7343.36616851,2020-04-09 08:00:00,7361.55297228,7317.60275029,7338.14039931,5573.106043783533
161,1586422800000,7303.43572411,2020-04-09 09:00:00,7342.40757397,7293.72727259,7342.39976721,4387.476571374364
162,1586426400000,7316.62903397,2020-04-09 10:00:00,7326.24727254,7283.95419766,7302.58690853,4815.721323443531
163,1586430000000,7191.42594887,2020-04-09 11:00:00,7340.32354108,7151.24973877,7318.40712788,17930.54707333616
164,1586433600000,7315.34721001,2020-04-09 12:00:00,7320.46106667,7116.53308104,7190.38157796,24750.32057558384
165,1586437200000,7343.9859609,2020-04-09 13:00:00,7354.15026129,7285.05592083,7315.85742594,12775.39923090037
166,1586440800000,7332.74113632,2020-04-09 14:00:00,7362.61994355,7252.2113531,7343.66287413,10283.10549828971
167,1586444400000,7294.4528894,2020-04-09 15:00:00,7334.34972878,7254.4915518,7331.55455205,8324.100063535769
168,1586448000000,7291.46804223,2020-04-09 16:00:00,7308.61916113,7274.44632353,7290.4527903,4667.1053912860625
169,1586451600000,7296.86660847,2020-04-09 17:00:00,7320.71838542,7279.82498306,7288.11853253,4564.7137439736625
170,1586455200000,7263.09256065,2020-04-09 18:00:00,7806.50465085,7240.31622742,7302.13699581,6630.4339211734305
171,1586458800000,7264.48482202,2020-04-09 19:00:00,7288.8299377,7247.53552447,7262.99581012,4351.131682873207
172,1586462400000,7304.40005717,2020-04-09 20:00:00,7314.11111999,7242.68661903,7272.04566451,4136.553237582821
173,1586466000000,7322.13957103,2020-04-09 21:00:00,7322.7505849,7274.474303,7302.78775905,3275.635163205874
174,1586469600000,7321.43618657,2020-04-09 22:00:00,7323.17188997,7287.84253452,7320.09060773,3158.9965377999406
175,1586473200000,7290.08470584,2020-04-09 23:00:00,7319.73925787,7282.0369449,7312.41139633,2804.0492782109086
176,1586476800000,7294.32596507,2020-04-10 00:00:00,7304.12964245,7259.82593989,7285.56210872,4373.712801396249
177,1586480400000,7267.64922862,2020-04-10 01:00:00,7301.97042241,7257.04104923,7299.66254535,4118.467000544056
178,1586484000000,7257.56031504,2020-04-10 02:00:00,7279.86723191,7213.89792469,7270.87713966,10835.911063078034
179,1586487600000,7183.56258167,2020-04-10 03:00:00,7259.28721735,7164.04890691,7258.49940764,15225.57827393845
180,1586491200000,7150.28156972,2020-04-10 04:00:00,7184.72715682,7092.15892634,7182.62863053,24720.26444564702
181,1586494800000,6964.5312665,2020-04-10 05:00:00,7147.29229876,6916.671252,7146.21905371,39047.39643967358
182,1586498400000,6973.26503098,2020-04-10 06:00:00,7010.60086633,6941.35269804,6955.38543293,13073.420006013035
183,1586502000000,6937.14430173,2020-04-10 07:00:00,6969.03229809,6878.77060573,6963.24968268,24496.33987946577
184,1586505600000,6932.95175213,2020-04-10 08:00:00,6971.4137571,6883.2507186,6935.43975757,13348.84156294874
185,1586509200000,6934.09526747,2020-04-10 09:00:00,6946.44531655,6862.22118405,6929.68794504,11003.812111311414
186,1586512800000,6947.03245211,2020-04-10 10:00:00,6960.12662089,6896.70080449,6929.52720273,5928.403912971032
187,1586516400000,6898.52552795,2020-04-10 11:00:00,6946.11144054,6895.23419885,6945.58502726,5784.472822262626
188,1586520000000,6931.42006008,2020-04-10 12:00:00,6986.40571405,6891.23047942,6905.63730094,6592.426949692344
189,1586523600000,6912.41765274,2020-04-10 13:00:00,6933.82521964,6812.5312359,6933.16301418,15502.05837882025
190,1586527200000,6858.60990908,2020-04-10 14:00:00,6924.57580631,6839.74841039,6909.66397465,10601.471478771253
191,1586530800000,6780.0894454,2020-04-10 15:00:00,6871.52548598,6751.73314839,6857.59881067,21341.736251414222
192,1586534400000,6871.60271185,2020-04-10 16:00:00,6877.44329735,6754.62857632,6780.44253002,13750.292707232004
193,1586538000000,6877.70719931,2020-04-10 17:00:00,6909.35031505,6851.77131478,6867.92122913,9566.62058429839
194,1586541600000,6925.04247603,2020-04-10 18:00:00,6932.36423268,6855.92054178,6876.41351715,6591.083115152004
195,1586545200000,6914.10785142,2020-04-10 19:00:00,6960.10012309,6869.56520318,6925.34796289,9226.00953483218
196,1586548800000,6921.33238326,2020-04-10 20:00:00,6936.05940195,6882.54633002,6913.76171541,4124.785459755165
197,1586552400000,6907.02241642,2020-04-10 21:00:00,6946.25655662,6892.05392839,6921.63110467,4664.323849550917
198,1586556000000,6867.67310564,2020-04-10 22:00:00,6929.35135388,6835.37165482,6907.20473819,5897.124007485688
199,1586559600000,6869.60812265,2020-04-10 23:00:00,6885.49770467,6830.45224802,6867.79533922,4538.972315427252
200,1586563200000,6917.51329987,2020-04-11 00:00:00,6920.79575646,6845.52891302,6872.00983954,6360.789172322895
201,1586566800000,6917.14755534,2020-04-11 01:00:00,6934.04801834,6891.61894109,6916.81965547,4168.0995182182105
202,1586570400000,6908.78937988,2020-04-11 02:00:00,6930.16437081,6895.08379761,6915.00425401,4133.643865675903
203,1586574000000,6920.17486482,2020-04-11 03:00:00,6928.42206368,6891.39006615,6910.34129501,5667.156061392649
204,1586577600000,6921.99670672,2020-04-11 04:00:00,6956.47195117,6900.72115842,6922.20748475,9378.176641959457
205,1586581200000,6938.56510893,2020-04-11 05:00:00,6943.45223371,6902.0893638,6921.4750666,4425.018156086354
206,1586584800000,6921.33694345,2020-04-11 06:00:00,6945.32063536,6914.07867755,6924.36327722,4520.192094079736
207,1586588400000,6887.75520827,2020-04-11 07:00:00,6936.7039918,6869.9596758,6934.50172079,7942.351962950919
208,1586592000000,6890.82343133,2020-04-11 08:00:00,6910.01145815,6868.67872101,6888.46189786,5530.845068740465
209,1586595600000,6861.91401085,2020-04-11 09:00:00,6894.50469238,6830.15100137,6891.04271351,8451.076150862458
210,1586599200000,6849.27742033,2020-04-11 10:00:00,6882.15900437,6837.55951311,6867.13605429,4082.999466355111
211,1586602800000,6891.03593777,2020-04-11 11:00:00,6902.32056959,6836.48879767,6838.16689282,4362.060602977821
212,1586606400000,6883.60039177,2020-04-11 12:00:00,6903.7568278,6861.9498958,6890.83430395,3487.1390925684295
213,1586610000000,6861.20344996,2020-04-11 13:00:00,6891.4414919,6849.19249116,6885.37326815,3498.5600621210942
214,1586613600000,6825.97745284,2020-04-11 14:00:00,6863.48837937,6813.03207728,6860.85131,7397.62977097873
215,1586617200000,6843.76500028,2020-04-11 15:00:00,6870.72452134,6821.15977925,6829.83980827,4464.643465387204
216,1586620800000,6822.42443004,2020-04-11 16:00:00,6870.64300314,6796.46426721,6843.89697685,6784.313971122103
217,1586624400000,6794.30758461,2020-04-11 17:00:00,6837.36324185,6784.66444475,6823.43461128,6677.8499201412815
218,1586628000000,6824.83112844,2020-04-11 18:00:00,6840.86092498,6789.95345739,6799.29461028,8383.402321728741
219,1586631600000,6814.17991689,2020-04-11 19:00:00,6846.41586294,6793.25366691,6822.25365893,4200.196222933594
220,1586635200000,6796.74534212,2020-04-11 20:00:00,6814.56986969,6770.47164508,6814.51931844,5768.7267336551995
221,1586638800000,6871.39091108,2020-04-11 21:00:00,6884.22121513,6775.19539213,6802.14718873,6163.614052809047
222,1586642400000,6860.39396642,2020-04-11 22:00:00,6890.82281815,6850.2707312,6870.87954339,5834.968238783423
223,1586646000000,6882.76270062,2020-04-11 23:00:00,6896.05837409,6847.4188181,6869.6268502,4426.9345158663555
224,1586649600000,6867.73374126,2020-04-12 00:00:00,6917.15545945,6863.25882321,6886.66859582,5439.194941959478
225,1586653200000,6859.05188673,2020-04-12 01:00:00,6888.70870364,6850.61041082,6874.87700185,3616.9904296454647
226,1586656800000,6829.49749996,2020-04-12 02:00:00,6859.42791968,6802.3419361,6847.51830683,7770.164857665188
227,1586660400000,6818.08367969,2020-04-12 03:00:00,6839.38642618,6802.6237171,6821.27369146,4344.157779597296
228,1586664000000,6823.52387203,2020-04-12 04:00:00,6833.20063551,6791.64789744,6818.56026219,4436.667209898255
229,1586667600000,6842.90119602,2020-04-12 05:00:00,6855.5456361,6810.61074719,6823.2786098,3600.7102802126487
230,1586671200000,6833.34655895,2020-04-12 06:00:00,6848.97763033,6812.11465175,6839.14838227,2675.064023643981
231,1586674800000,6830.97964315,2020-04-12 07:00:00,6846.05397042,6811.80685307,6824.69843964,3444.7295893713685
232,1586678400000,6840.16461505,2020-04-12 08:00:00,6854.70332149,6826.0740907,6832.4885349,4025.2736180510105
233,1586682000000,6854.87279713,2020-04-12 09:00:00,6870.72372763,6834.52144707,6840.43490699,6412.8979099663775
234,1586685600000,6845.35440243,2020-04-12 10:00:00,6862.63565071,6827.7963663,6856.85120272,3954.0383171203534
235,1586689200000,6865.06445153,2020-04-12 11:00:00,6890.12840632,6834.06301163,6834.11584807,4465.087331180666
236,1586692800000,6921.98178204,2020-04-12 12:00:00,6941.82203725,6861.76024393,6862.08903032,11353.408563836969
237,1586696400000,6931.97016626,2020-04-12 13:00:00,6937.63722712,6892.36516618,6922.83237528,5946.2960319022095
238,1586700000000,6982.56184689,2020-04-12 14:00:00,7063.47151466,6920.07315091,6935.41455145,16972.957722435214
239,1586703600000,7034.52875939,2020-04-12 15:00:00,7047.08341123,6972.29240811,6979.2925118,8679.09610509771
240,1586707200000,7162.15343147,2020-04-12 16:00:00,7163.12763337,7028.25247089,7035.15404086,21790.072388933164
241,1586710800000,7117.74373565,2020-04-12 17:00:00,7202.00159654,7066.68767485,7161.23211362,21077.137270630737
242,1586714400000,7119.49639452,2020-04-12 18:00:00,7141.37792563,7088.66397192,7115.68187249,8121.496026169571
243,1586718000000,7133.42021458,2020-04-12 19:00:00,7169.7029229,7095.51329649,7097.97263668,7761.430964723793
